,date,account_value
187,2019-10-10,12699753.53337638
188,2019-10-11,12809498.001439735
189,2019-10-14,12771515.994649574
190,2019-10-15,12806737.14528434
191,2019-10-16,12984784.899785683
192,2019-10-17,13177443.381597206
193,2019-10-18,13297553.307393715
194,2019-10-22,13302161.967298195
195,2019-10-23,13303822.419698402
196,2019-10-24,13287003.004705116
197,2019-10-25,13206491.692510292
198,2019-10-29,13254782.60143821
199,2019-10-30,13216540.212972328
200,2019-10-31,13285516.153417274
201,2019-11-01,13229950.787595436
202,2019-11-04,13311759.775884315
203,2019-11-05,13410927.406682655
204,2019-11-06,13276665.500554726
205,2019-11-07,13377060.086454079
206,2019-11-08,13164128.682149574
207,2019-11-11,13078086.354932472
208,2019-11-13,13021158.08593528
209,2019-11-14,13068338.256375954
210,2019-11-15,13058661.962804481
211,2019-11-18,12979407.146894142
212,2019-11-19,12994181.09904258
213,2019-11-20,13107982.414479896
214,2019-11-21,13092718.091161415
215,2019-11-22,12989245.296163246
216,2019-11-25,13246576.302091286
217,2019-11-26,13239399.363256142
218,2019-11-27,13285087.434323952
219,2019-11-28,13292043.78490226
220,2019-11-29,13145851.186414406
221,2019-12-02,13039610.469731972
222,2019-12-03,13008389.89224784
223,2019-12-04,13046547.126935646
224,2019-12-05,13020180.373204872
225,2019-12-06,12967620.864804909
226,2019-12-09,13009542.887235329
227,2019-12-10,13011667.113317177
228,2019-12-11,13066381.122495338
229,2019-12-12,13140471.879117653
230,2019-12-13,13083159.908910438
231,2019-12-16,12975019.654180214
232,2019-12-17,13103857.795461342
233,2019-12-18,13178978.528829262
234,2019-12-19,13192923.816137
235,2019-12-20,13383105.4600579
236,2019-12-23,13408980.936582252
237,2019-12-24,13381020.58365409
238,2019-12-26,13391973.850454018
239,2019-12-27,13503961.122419044
240,2019-12-30,13525382.135251686
241,2019-12-31,13467795.200383827
242,2020-01-01,13433395.98864524
243,2020-01-02,13425400.532056496
244,2020-01-03,13311303.006711647
245,2020-01-06,13043008.107953712
246,2020-01-07,13046863.847676918
247,2020-01-08,13123558.878049538
248,2020-01-09,13328311.338681862
249,2020-01-10,13378738.179700539
250,2020-01-13,13448125.754605934
251,2020-01-14,13531089.532102272
252,2020-01-15,13555981.175504372
253,2020-01-16,13689325.881200477
254,2020-01-17,13830678.023893043
255,2020-01-20,13794133.401380226
256,2020-01-21,13706642.15561454
257,2020-01-22,13730720.290471718
258,2020-01-23,13734434.751218483
259,2020-01-24,13859810.542440102
260,2020-01-27,13952751.59386222
261,2020-01-28,13898173.91607444
262,2020-01-29,14165536.781926796
263,2020-01-30,14039396.916867897
264,2020-01-31,13974065.357572243
265,2020-02-03,14261627.286550209
266,2020-02-04,14668349.552220985
267,2020-02-05,14556730.700383827
268,2020-02-06,14685920.937657997
269,2020-02-07,14684763.251950905
270,2020-02-10,14704473.828763649
271,2020-02-11,14755550.63494651
272,2020-02-12,14857957.21811454
273,2020-02-13,15046285.02872245
274,2020-02-14,15022763.15121238
275,2020-02-17,15070563.662076637
276,2020-02-18,14930060.928212807
277,2020-02-19,15192554.993711159
278,2020-02-20,15083820.710790321
279,2020-02-24,14798483.693372414
280,2020-02-25,14737288.609830543
281,2020-02-26,14681384.147184059
282,2020-02-27,14660161.665166542
283,2020-02-28,14047809.272023842
284,2020-03-02,13958485.722974464
285,2020-03-03,14284154.632634804
286,2020-03-04,14323869.66016166
287,2020-03-05,14431283.334371254
288,2020-03-06,14259906.669889137
289,2020-03-09,14259906.669889137
290,2020-03-11,13731727.509214088
291,2020-03-12,13021944.483823463
292,2020-03-13,12923326.811017677
293,2020-03-16,12458690.687192604
294,2020-03-17,12262070.250821754
295,2020-03-18,11346935.836209938
296,2020-03-19,10880550.257894203
297,2020-03-20,11745261.647229835
298,2020-03-23,10264070.592885658
299,2020-03-24,10743008.256955788
300,2020-03-25,11239239.755231544
301,2020-03-26,11715495.615590736
302,2020-03-27,11408643.673124
303,2020-03-30,11274955.724561378
304,2020-03-31,11565797.997190163
305,2020-04-01,11343806.759084389
306,2020-04-03,11128803.431920692
307,2020-04-07,12207813.639119789
308,2020-04-08,12295202.771184608
309,2020-04-09,12623275.052877113
310,2020-04-13,12440580.42363517
311,2020-04-15,12551548.85419242
312,2020-04-16,12809947.442762062
313,2020-04-17,12857613.748014137
314,2020-04-20,12664013.539258644
315,2020-04-21,12592088.156079933
316,2020-04-22,12906326.05190818
317,2020-04-23,12824150.149854347
318,2020-04-24,12593480.014897987
319,2020-04-27,12800484.934049293
320,2020-04-28,12847133.287885353
321,2020-04-29,12777778.623044655
322,2020-04-30,13001966.375341102
323,2020-05-04,12531155.063039467
324,2020-05-05,12281666.132390663
325,2020-05-06,12385948.901410744
326,2020-05-07,12218163.979100868
327,2020-05-08,12430015.652120277
328,2020-05-11,12255346.779248878
329,2020-05-12,12190621.769872352
330,2020-05-13,12156863.304341957
331,2020-05-14,11943290.678815529
332,2020-05-15,12012025.392110512
333,2020-05-18,11676156.720952675
334,2020-05-19,11786077.079808876
335,2020-05-20,12112424.9308068
336,2020-05-21,12066112.34562461
337,2020-05-22,12046596.462484047
338,2020-05-26,12064572.297460243
339,2020-05-27,12189170.824071571
340,2020-05-28,12290705.220052406
341,2020-05-29,12612868.851522133
342,2020-06-01,12713200.643193886
343,2020-06-02,12847011.627362892
344,2020-06-03,13066569.364820167
345,2020-06-04,12884320.390332863
346,2020-06-05,13008871.281774208
347,2020-06-08,13039822.22125785
348,2020-06-09,13044624.938810036
349,2020-06-10,13003959.522580788
350,2020-06-11,12795195.49898307
351,2020-06-12,12895634.837873146
352,2020-06-15,12726502.455449745
353,2020-06-16,12732196.274991676
354,2020-06-17,12712126.601453468
355,2020-06-18,12872588.146871254
356,2020-06-19,13059365.408277199
357,2020-06-22,13280993.748761818
358,2020-06-23,13671367.934995338
359,2020-06-24,13574817.47037284
360,2020-06-25,13555924.008260414
361,2020-06-26,13415061.699796364
362,2020-06-29,13357198.42199485
363,2020-06-30,13366528.180524513
364,2020-07-01,13384239.581243202
365,2020-07-02,13441379.808408424
366,2020-07-03,13436521.723325416
367,2020-07-06,13627408.187421486
368,2020-07-07,13847296.569646522
369,2020-07-08,13653375.640058205
370,2020-07-09,13817470.514287636
371,2020-07-10,13787263.363355324
372,2020-07-13,13770024.914868996
373,2020-07-14,13788458.012777016
374,2020-07-15,13753373.882596657
375,2020-07-16,14045837.73499839
376,2020-07-17,14134954.327428505
377,2020-07-20,14296043.452825233
378,2020-07-21,14078246.130307838
379,2020-07-22,14055676.351575539
380,2020-07-23,14230985.820241615
381,2020-07-24,14076605.037152931
382,2020-07-27,14019777.10130851
383,2020-07-28,14071608.487111732
384,2020-07-29,14227221.576368019
385,2020-07-30,14359183.7934777
386,2020-07-31,14375051.94328849
387,2020-08-03,14312416.977880165
388,2020-08-04,14510895.171941444
389,2020-08-05,14535004.005971596
390,2020-08-06,14657235.69341056
391,2020-08-07,14835588.826413795
392,2020-08-10,14905608.484700844
393,2020-08-11,14773244.273214027
394,2020-08-12,14637490.286206886
395,2020-08-13,14644910.322728798
396,2020-08-14,14545031.515271828
397,2020-08-17,14660301.758992836
398,2020-08-18,14771962.01663749
399,2020-08-19,14728989.698659584
400,2020-08-20,14635411.178250954
401,2020-08-21,14798980.062131569
402,2020-08-24,14881849.452336952
403,2020-08-25,14985316.928754494
404,2020-08-26,14932147.780942604
405,2020-08-27,14913754.615651771
406,2020-08-28,14875729.143918678
407,2020-08-31,14449673.392026588
408,2020-09-01,14880758.511319801
409,2020-09-02,14835821.173795387
410,2020-09-03,15019474.746946022
411,2020-09-04,14794241.74506919
412,2020-09-07,14861835.366742775
413,2020-09-08,14681591.10647361
414,2020-09-09,14744644.107389137
415,2020-09-10,14862029.00968711
416,2020-09-11,14888279.890386268
417,2020-09-14,14699458.22655265
418,2020-09-15,14828106.849126503
419,2020-09-16,15052293.846746132
420,2020-09-17,15172091.32346122
421,2020-09-18,15688284.69820182
422,2020-09-21,15089599.215779945
423,2020-09-22,15009394.688573524
424,2020-09-23,14889312.038083717
425,2020-09-24,14513756.60747306
426,2020-09-25,14849039.598828956
427,2020-09-28,15114800.289136574
428,2020-09-29,15041116.839475319
429,2020-09-30,15233379.518422768
430,2020-10-01,15403454.057012245
431,2020-10-05,15365921.468801185
432,2020-10-06,15476243.467679664
433,2020-10-07,15409623.299955055
434,2020-10-08,15524082.866696998
435,2020-10-09,15384921.68157737
436,2020-10-12,15447816.257154152
437,2020-10-13,15259592.21571128
438,2020-10-14,15307651.996671364
439,2020-10-15,15062445.303609535
440,2020-10-16,15060245.512914345
441,2020-10-19,15208473.042890236
442,2020-10-20,15312163.309941933
443,2020-10-21,15235765.990262672
444,2020-10-22,15255020.916043922
445,2020-10-23,15277136.500463173
446,2020-10-26,15229596.508886024
447,2020-10-27,15834362.805112526
448,2020-10-28,15547314.938695595
449,2020-10-29,15546955.25087516
450,2020-10-30,15440395.246678993
451,2020-11-02,15493930.47819297
452,2020-11-03,15539907.986425087
453,2020-11-04,15731948.161313698
454,2020-11-05,16077493.285810158
455,2020-11-06,15996092.600774452
456,2020-11-09,16192622.284162208
457,2020-11-10,16208123.833944008
458,2020-11-11,16436943.197927162
459,2020-11-12,16406298.12322776
460,2020-11-13,16545471.651021644
461,2020-11-17,16648735.985677406
462,2020-11-18,16692775.163961098
463,2020-11-19,16557675.647329018
464,2020-11-20,16901406.627790138
465,2020-11-23,17218651.200170204
466,2020-11-24,17273321.75075309
467,2020-11-25,16939558.096173927
468,2020-11-26,17241461.603788063
469,2020-11-27,17314283.50490348
470,2020-12-01,17233280.01260154
471,2020-12-02,17331113.641172096
472,2020-12-03,17619351.972684547
473,2020-12-04,17737965.53777854
474,2020-12-07,17792057.244748756
475,2020-12-08,17697646.95625083
476,2020-12-09,17882676.356382057
477,2020-12-10,17996479.658345863
478,2020-12-11,18032531.288343117
479,2020-12-14,18184712.013562843
480,2020-12-15,18322553.932614967
481,2020-12-16,18479207.69328086
482,2020-12-17,18638376.013051674
483,2020-12-18,18808836.4963433
484,2020-12-21,18275304.970327064
485,2020-12-22,18518367.079404518
486,2020-12-23,18712134.007383034
487,2020-12-24,18784448.219335243
488,2020-12-28,18896945.903119728
489,2020-12-29,18791658.53261344
490,2020-12-30,19007276.248693153
491,2020-12-31,19038405.11932914
