date,tweets,news,tic
2016-11-16,0.052033446,0.03018753,RELIANCE.BO
2016-11-16,-0.04659361,-0.046554863,SBIN.BO
2016-11-16,-0.061706814,0.033308242,SUNPHARMA.BO
2016-11-16,0,0.047032127,TCS.BO
2016-11-16,0.689446205,0.08405794,TECHM.BO
2016-11-16,0,0.015707427,TITAN.BO
2016-11-16,0,0.08479009,ULTRACEMCO.BO
2016-11-17,-0.040696184,0,ASIANPAINT.BO
2016-11-17,0.071635388,0.003272081,AXISBANK.BO
2016-11-17,-0.018165151,0.052571321,BAJAJ-AUTO.BO
2016-11-17,0.160781907,0.028870271,BAJFINANCE.BO
2016-11-17,0,0.09174053,BAJAJFINSV.BO
2016-11-17,0,0.047457831,BHARTIARTL.BO
2016-11-17,0,-0.004226836,DRREDDY.BO
2016-11-17,0.057104008,0.013740182,HCLTECH.BO
2016-11-17,0.063497134,0.083693669,HDFC.BO
2016-11-17,0.109434771,0.037911211,HDFCBANK.BO
2016-11-17,0,0,HINDUNILVR.BO
2016-11-17,0.028355985,0.010897973,ICICIBANK.BO
2016-11-17,0.115292945,0.05188918,INDUSINDBK.BO
2016-11-17,0.215305971,0.00673359,INFY.BO
2016-11-17,0.176377514,0.047770723,ITC.BO
2016-11-17,0.043639115,0.028015921,KOTAKBANK.BO
2016-11-17,0,0.03192783,LT.BO
2016-11-17,0.054024654,-0.020602637,M&M.BO
2016-11-17,0.041337598,0.048705294,MARUTI.BO
2016-11-17,0.162211553,0.11951181,NESTLEIND.BO
2016-11-17,0,-0.010595982,NTPC.BO
2016-11-17,0,0.029690702,ONGC.BO
2016-11-17,0.083283274,-0.0723278,POWERGRID.BO
2016-11-17,0.16084326,0.034243396,RELIANCE.BO
2016-11-17,0.060132968,0.034174336,SBIN.BO
2016-11-17,0.237796674,0.091863657,SUNPHARMA.BO
2016-11-17,-0.09498195,0.025525358,TCS.BO
2016-11-17,0.066433141,0.034797709,TECHM.BO
2016-11-17,0,0.015162898,TITAN.BO
2016-11-17,0,0,ULTRACEMCO.BO
2016-11-18,0.017051349,0,ASIANPAINT.BO
2016-11-18,0.109576506,0.011567682,AXISBANK.BO
2016-11-18,0.169795639,0.099530406,BAJAJ-AUTO.BO
2016-11-18,0.245302427,0.000875736,BAJFINANCE.BO
2016-11-18,0.333295559,-0.062070207,BAJAJFINSV.BO
2016-11-18,0,-0.011932057,BHARTIARTL.BO
2016-11-18,0.625943487,0,DRREDDY.BO
2016-11-18,0.004320649,0,HCLTECH.BO
2016-11-18,0.058291719,-0.018064627,HDFC.BO
2016-11-18,0.082214725,-0.050414401,HDFCBANK.BO
2016-11-18,0,0,HINDUNILVR.BO
2016-11-18,0.044206493,0.015650984,ICICIBANK.BO
2016-11-18,0.104702166,-0.051882545,INDUSINDBK.BO
2016-11-18,0.19093673,0.068066655,INFY.BO
2016-11-18,0.056687662,0.033237753,ITC.BO
2016-11-18,0.302050531,-0.078937973,KOTAKBANK.BO
2016-11-18,0,-0.0288008,LT.BO
2016-11-18,0.162823246,0.073914634,M&M.BO
2016-11-18,0.113788238,-0.029849985,MARUTI.BO
2016-11-18,0.161329971,-0.146293712,NESTLEIND.BO
2016-11-18,0.154348063,0.06791458,NTPC.BO
2016-11-18,0.104647214,0.399104714,ONGC.BO
2016-11-18,0,0.011928851,POWERGRID.BO
2016-11-18,0.173621304,-0.025696387,RELIANCE.BO
2016-11-18,0.065129631,-0.02194039,SBIN.BO
2016-11-18,0.122251549,0.008871245,SUNPHARMA.BO
2016-11-18,0,-0.031653737,TCS.BO
2016-11-18,0.149087491,0.082151756,TECHM.BO
2016-11-18,-0.065476718,-0.024315774,TITAN.BO
2016-11-18,0,0,ULTRACEMCO.BO
2016-11-19,0,0,ASIANPAINT.BO
2016-11-19,-0.017863364,-0.039580702,AXISBANK.BO
2016-11-19,0,0.152848156,BAJAJ-AUTO.BO
2016-11-19,0,-0.029319836,BAJFINANCE.BO
2016-11-19,0,-0.018039606,BAJAJFINSV.BO
2016-11-19,0,0.269350014,BHARTIARTL.BO
2016-11-19,0,0,DRREDDY.BO
2016-11-19,0.092081941,-0.0952322,HCLTECH.BO
2016-11-19,0.0853202,-0.018039606,HDFC.BO
2016-11-19,0.055862201,-0.088461293,HDFCBANK.BO
2016-11-19,0,0,HINDUNILVR.BO
2016-11-19,0.065506154,0.046748194,ICICIBANK.BO
2016-11-19,0.11621717,-0.039580702,INDUSINDBK.BO
2016-11-19,0.218042754,-0.068493187,INFY.BO
2016-11-19,-3389.769376,0,ITC.BO
2016-11-19,0.016981402,-0.07740377,KOTAKBANK.BO
2016-11-19,0,0,LT.BO
2016-11-19,0.133179404,0.07722219,M&M.BO
2016-11-19,0.713199628,0.001858587,MARUTI.BO
2016-11-19,0.240935617,0,NESTLEIND.BO
2016-11-19,0.102671834,0.069471817,NTPC.BO
2016-11-19,0.156051955,0,ONGC.BO
2016-11-19,0.260063213,0,POWERGRID.BO
2016-11-19,0,-0.110756341,RELIANCE.BO
2016-11-19,0.094810896,-0.10128691,SBIN.BO
2016-11-19,0.395901553,0,SUNPHARMA.BO
2016-11-19,0,-0.060076041,TCS.BO
2016-11-19,0,-0.180284989,TECHM.BO
2016-11-19,0,-0.018039606,TITAN.BO
2016-11-19,0,0,ULTRACEMCO.BO
2016-11-20,0,-0.041855475,ASIANPAINT.BO
2016-11-20,0.02459037,0.115654655,AXISBANK.BO
2016-11-20,0,0.028417046,BAJAJ-AUTO.BO
2016-11-20,0,0.107452862,BAJFINANCE.BO
2016-11-20,0,0.093577422,BAJAJFINSV.BO
2016-11-20,0,0.091470474,BHARTIARTL.BO
2016-11-20,0,0,DRREDDY.BO
2016-11-20,0.01809422,0,HCLTECH.BO
2016-11-20,0.073445847,0.124657561,HDFC.BO
2016-11-20,0.055786832,0.1793444,HDFCBANK.BO
2016-11-20,0,0,HINDUNILVR.BO
2016-11-20,0.020951344,0.064936389,ICICIBANK.BO
2016-11-20,-0.327984094,0.167036334,INDUSINDBK.BO
2016-11-20,0.207315018,0.063370068,INFY.BO
2016-11-20,-0.033932912,0.009123263,ITC.BO
2016-11-20,-0.1000989,0.151636614,KOTAKBANK.BO
2016-11-20,0,0.142092069,LT.BO
2016-11-20,0.220622448,-0.089813004,M&M.BO
2016-11-20,8333.810418,0.226058498,MARUTI.BO
2016-11-20,-0.026959446,0.263996208,NESTLEIND.BO
2016-11-20,0.288553189,0.237565985,NTPC.BO
2016-11-20,0.004166941,0.343787814,ONGC.BO
2016-11-20,0,0,POWERGRID.BO
2016-11-20,0,0.18362018,RELIANCE.BO
2016-11-20,0.18032415,0.040953209,SBIN.BO
2016-11-20,0,0.114709866,SUNPHARMA.BO
2016-11-20,0,0.092783438,TCS.BO
2016-11-20,0.303721505,-0.016562494,TECHM.BO
2016-11-20,0,0.068767891,TITAN.BO
2016-11-20,0,0,ULTRACEMCO.BO
2016-11-21,0.192555092,-0.041713756,ASIANPAINT.BO
2016-11-21,0.022408962,-0.018439644,AXISBANK.BO
2016-11-21,0.672763146,0.018367377,BAJAJ-AUTO.BO
2016-11-21,0.265792841,-0.036784945,BAJFINANCE.BO
2016-11-21,0,-0.036190611,BAJAJFINSV.BO
2016-11-21,0,0.029015251,BHARTIARTL.BO
2016-11-21,0,0,DRREDDY.BO
2016-11-21,0.388028932,-0.076961167,HCLTECH.BO
2016-11-21,-0.048286993,-0.066886101,HDFC.BO
2016-11-21,-0.049403577,-0.009342164,HDFCBANK.BO
2016-11-21,0.124099245,0.083724165,HINDUNILVR.BO
2016-11-21,0.049344287,-0.008430548,ICICIBANK.BO
2016-11-21,0.059016379,-0.037963465,INDUSINDBK.BO
2016-11-21,0.029916779,0.009984702,INFY.BO
2016-11-21,0.034021231,-0.068568413,ITC.BO
2016-11-21,-0.056179296,-0.021528358,KOTAKBANK.BO
2016-11-21,0.964018734,-0.063373077,LT.BO
2016-11-21,0.052792184,0.000184905,M&M.BO
2016-11-21,0.226950583,-0.041179409,MARUTI.BO
2016-11-21,0.117323292,0.066178416,NESTLEIND.BO
2016-11-21,0.050148207,0.305448397,NTPC.BO
2016-11-21,0.057973413,0.077325176,ONGC.BO
2016-11-21,0,0,POWERGRID.BO
2016-11-21,0.064875924,-0.03310085,RELIANCE.BO
2016-11-21,0.116018317,0.035878034,SBIN.BO
2016-11-21,-0.038630969,-0.034515346,SUNPHARMA.BO
2016-11-21,0.114998986,-0.037215982,TCS.BO
2016-11-21,0.050622293,0.06813896,TECHM.BO
2016-11-21,0,-0.025939525,TITAN.BO
2016-11-21,0,0,ULTRACEMCO.BO
2016-11-22,0.055617878,-0.144502028,ASIANPAINT.BO
2016-11-22,-0.011778481,-0.023807446,AXISBANK.BO
2016-11-22,0.002238756,0.046761002,BAJAJ-AUTO.BO
2016-11-22,0,0.003551094,BAJFINANCE.BO
2016-11-22,0,-0.045437701,BAJAJFINSV.BO
2016-11-22,0,-0.036745166,BHARTIARTL.BO
2016-11-22,0,-0.084296571,DRREDDY.BO
2016-11-22,0.08457304,0.117543456,HCLTECH.BO
2016-11-22,-0.053131208,0.038104392,HDFC.BO
2016-11-22,-0.040281007,-0.032681628,HDFCBANK.BO
2016-11-22,0,0.014181323,HINDUNILVR.BO
2016-11-22,0.071022773,0.007002715,ICICIBANK.BO
2016-11-22,-0.170941091,-0.064404163,INDUSINDBK.BO
2016-11-22,0.031997363,0.022681043,INFY.BO
2016-11-22,0.120363064,-0.005196635,ITC.BO
2016-11-22,0,-0.034965539,KOTAKBANK.BO
2016-11-22,0.063448659,-0.043396075,LT.BO
2016-11-22,0.110192248,0.026309573,M&M.BO
2016-11-22,0.219476701,0.124368263,MARUTI.BO
2016-11-22,0.058000674,-0.005005613,NESTLEIND.BO
2016-11-22,0.072927801,0.012492099,NTPC.BO
2016-11-22,0.063704945,0.133498184,ONGC.BO
2016-11-22,0.002364371,0,POWERGRID.BO
2016-11-22,0.059745732,0.019816933,RELIANCE.BO
2016-11-22,0.075467357,0.062407406,SBIN.BO
2016-11-22,0.12296234,-0.017805118,SUNPHARMA.BO
2016-11-22,0,-0.023753397,TCS.BO
2016-11-22,0.045307709,0.015331001,TECHM.BO
2016-11-22,0,-0.037153442,TITAN.BO
2016-11-22,0,0,ULTRACEMCO.BO
2016-11-23,0.333984531,0.111240022,ASIANPAINT.BO
2016-11-23,0.053849634,-0.002491941,AXISBANK.BO
2016-11-23,0,0.052687837,BAJAJ-AUTO.BO
2016-11-23,0.265792841,-0.034067266,BAJFINANCE.BO
2016-11-23,0,0.050808322,BAJAJFINSV.BO
2016-11-23,0,0.078315421,BHARTIARTL.BO
2016-11-23,0,0.08995152,DRREDDY.BO
2016-11-23,-0.02487828,-0.021021873,HCLTECH.BO
2016-11-23,0.003503579,0.019525979,HDFC.BO
2016-11-23,0.014921921,0.014216618,HDFCBANK.BO
2016-11-23,0,0.213568284,HINDUNILVR.BO
2016-11-23,0.021564113,-0.006358253,ICICIBANK.BO
2016-11-23,0.051995211,-0.017702396,INDUSINDBK.BO
2016-11-23,0.119380046,-0.032779309,INFY.BO
2016-11-23,0.070423717,0.01939685,ITC.BO
2016-11-23,-0.101797437,-0.019555825,KOTAKBANK.BO
2016-11-23,0.010183567,-0.018791964,LT.BO
2016-11-23,-0.112280793,-0.162559192,M&M.BO
2016-11-23,0.145382578,-0.034790819,MARUTI.BO
2016-11-23,0.094992986,0.002027312,NESTLEIND.BO
2016-11-23,0.20496562,0.165648802,NTPC.BO
2016-11-23,-0.219487569,0.144403558,ONGC.BO
2016-11-23,0.206249504,0.114088625,POWERGRID.BO
2016-11-23,-0.44087175,-0.01351026,RELIANCE.BO
2016-11-23,0.064898505,0.02958398,SBIN.BO
2016-11-23,0.017263566,-0.038953614,SUNPHARMA.BO
2016-11-23,0,0.035927444,TCS.BO
2016-11-23,0,-0.06275651,TECHM.BO
2016-11-23,0,0.007987913,TITAN.BO
2016-11-23,0,0,ULTRACEMCO.BO
2016-11-24,0.010637604,0.257988462,ASIANPAINT.BO
2016-11-24,-0.009797159,0.003559278,AXISBANK.BO
2016-11-24,0,0.078830145,BAJAJ-AUTO.BO
2016-11-24,0.345424152,0.064276931,BAJFINANCE.BO
2016-11-24,0,0.031437379,BAJAJFINSV.BO
2016-11-24,0,0.123312725,BHARTIARTL.BO
2016-11-24,0,-0.325642795,DRREDDY.BO
2016-11-24,-0.003924543,0.091577123,HCLTECH.BO
2016-11-24,0.00729663,0.034096977,HDFC.BO
2016-11-24,-0.004179158,0.058463392,HDFCBANK.BO
2016-11-24,0,0.07904197,HINDUNILVR.BO
2016-11-24,0.021361185,0.059946193,ICICIBANK.BO
2016-11-24,0.901033449,0.032527053,INDUSINDBK.BO
2016-11-24,0.081229032,-0.009126083,INFY.BO
2016-11-24,0.227040483,0.176321923,ITC.BO
2016-11-24,-0.173720259,0.073052923,KOTAKBANK.BO
2016-11-24,0.026809451,0.021466799,LT.BO
2016-11-24,0.04898434,0.110343558,M&M.BO
2016-11-24,0.121013505,0.059541505,MARUTI.BO
2016-11-24,0.170994068,0.21739722,NESTLEIND.BO
2016-11-24,0.156898271,0.075352097,NTPC.BO
2016-11-24,-0.050428995,0.228713447,ONGC.BO
2016-11-24,0,0.130107992,POWERGRID.BO
2016-11-24,-0.339270598,-0.047579806,RELIANCE.BO
2016-11-24,0.101073862,-0.003409278,SBIN.BO
2016-11-24,0.092954247,0.04517505,SUNPHARMA.BO
2016-11-24,0,0.03566828,TCS.BO
2016-11-24,0.110612851,0.133778878,TECHM.BO
2016-11-24,0,0.028887417,TITAN.BO
2016-11-24,0,0,ULTRACEMCO.BO
2016-11-25,0.432059727,-0.004282684,ASIANPAINT.BO
2016-11-25,-0.039652489,-0.02589313,AXISBANK.BO
2016-11-25,0,0.065218194,BAJAJ-AUTO.BO
2016-11-25,0.143648396,0.009827181,BAJFINANCE.BO
2016-11-25,0,0.001786984,BAJAJFINSV.BO
2016-11-25,0,0.099432323,BHARTIARTL.BO
2016-11-25,-0.014591826,-0.091967621,DRREDDY.BO
2016-11-25,0.417278229,0.050977452,HCLTECH.BO
2016-11-25,-0.030181697,-0.056780552,HDFC.BO
2016-11-25,0.030163969,-0.063088724,HDFCBANK.BO
2016-11-25,0,0.094524471,HINDUNILVR.BO
2016-11-25,0.023920936,-0.046733554,ICICIBANK.BO
2016-11-25,0.08106323,-0.033393686,INDUSINDBK.BO
2016-11-25,0.108070485,0.049568146,INFY.BO
2016-11-25,-0.039816757,0.091477176,ITC.BO
2016-11-25,-0.06754,-0.058530057,KOTAKBANK.BO
2016-11-25,0,-0.035451665,LT.BO
2016-11-25,0.066340431,-0.015052186,M&M.BO
2016-11-25,0.073595755,0.019092865,MARUTI.BO
2016-11-25,0.189474486,0.028588285,NESTLEIND.BO
2016-11-25,-0.069269627,0.230329177,NTPC.BO
2016-11-25,0,0.429715177,ONGC.BO
2016-11-25,0,0.011531069,POWERGRID.BO
2016-11-25,0,-0.12777402,RELIANCE.BO
2016-11-25,-0.061844303,-0.019696204,SBIN.BO
2016-11-25,0.150581073,-0.046346191,SUNPHARMA.BO
2016-11-25,0,-0.062192021,TCS.BO
2016-11-25,0.111286662,-0.093180174,TECHM.BO
2016-11-25,0,-0.021983143,TITAN.BO
2016-11-25,0.218002341,0,ULTRACEMCO.BO
2016-11-26,0,0.428902951,ASIANPAINT.BO
2016-11-26,-0.046255919,-0.216464114,AXISBANK.BO
2016-11-26,-0.400514563,-0.077478539,BAJAJ-AUTO.BO
2016-11-26,0,-0.18011189,BAJFINANCE.BO
2016-11-26,0,-0.093562127,BAJAJFINSV.BO
2016-11-26,0,0.015493419,BHARTIARTL.BO
2016-11-26,0,0.150185596,DRREDDY.BO
2016-11-26,0.02087887,0,HCLTECH.BO
2016-11-26,-0.020050733,-0.144180667,HDFC.BO
2016-11-26,-0.005570227,-0.261269889,HDFCBANK.BO
2016-11-26,0,0,HINDUNILVR.BO
2016-11-26,-0.054265034,-0.158560592,ICICIBANK.BO
2016-11-26,0,-0.173808333,INDUSINDBK.BO
2016-11-26,-0.037254381,-0.111730103,INFY.BO
2016-11-26,0.171443982,0.042074926,ITC.BO
2016-11-26,0.132170793,-0.208999514,KOTAKBANK.BO
2016-11-26,0,-0.126444489,LT.BO
2016-11-26,-0.076162831,-0.014365627,M&M.BO
2016-11-26,-0.015344525,0.027986225,MARUTI.BO
2016-11-26,0.001258943,-0.06218589,NESTLEIND.BO
2016-11-26,0,0.09619719,NTPC.BO
2016-11-26,-0.221028304,0,ONGC.BO
2016-11-26,0,-0.149436265,POWERGRID.BO
2016-11-26,0,-0.181100301,RELIANCE.BO
2016-11-26,0.082676319,-0.130435449,SBIN.BO
2016-11-26,0,-0.16631384,SUNPHARMA.BO
2016-11-26,0,-0.136447511,TCS.BO
2016-11-26,0.011702189,0.062949485,TECHM.BO
2016-11-26,0,-0.109815413,TITAN.BO
2016-11-26,0,0.173689512,ULTRACEMCO.BO
2016-11-27,-0.056747807,0.372049976,ASIANPAINT.BO
2016-11-27,0.031123141,0.030287036,AXISBANK.BO
2016-11-27,0,0.033315709,BAJAJ-AUTO.BO
2016-11-27,0,0.066288848,BAJFINANCE.BO
2016-11-27,0,0.030287036,BAJAJFINSV.BO
2016-11-27,0,0.143694932,BHARTIARTL.BO
2016-11-27,0,0,DRREDDY.BO
2016-11-27,-0.051484211,0,HCLTECH.BO
2016-11-27,0.04934539,-0.007413468,HDFC.BO
2016-11-27,0.032480339,0.060890734,HDFCBANK.BO
2016-11-27,0,0,HINDUNILVR.BO
2016-11-27,0.03675354,-0.012003877,ICICIBANK.BO
2016-11-27,-0.091851203,0.051610933,INDUSINDBK.BO
2016-11-27,0.118723173,-0.085117869,INFY.BO
2016-11-27,0.188774455,-0.067559705,ITC.BO
2016-11-27,0,0.030287036,KOTAKBANK.BO
2016-11-27,0,0.037017413,LT.BO
2016-11-27,0.212936248,0.011192819,M&M.BO
2016-11-27,0.086194383,0.134332349,MARUTI.BO
2016-11-27,0.169305644,0.324466567,NESTLEIND.BO
2016-11-27,0.267396994,0,NTPC.BO
2016-11-27,0,-0.28335453,ONGC.BO
2016-11-27,0,-0.290304319,POWERGRID.BO
2016-11-27,0,0.047647451,RELIANCE.BO
2016-11-27,0.036695909,-0.083790852,SBIN.BO
2016-11-27,0,0.072949844,SUNPHARMA.BO
2016-11-27,0,0.040725661,TCS.BO
2016-11-27,0,0.070775024,TECHM.BO
2016-11-27,0,0.030287036,TITAN.BO
2016-11-27,0,0,ULTRACEMCO.BO
2016-11-28,0.126659302,0.09532512,ASIANPAINT.BO
2016-11-28,-0.00653224,0.012469247,AXISBANK.BO
2016-11-28,0,0.110567068,BAJAJ-AUTO.BO
2016-11-28,0.085935289,0.085829625,BAJFINANCE.BO
2016-11-28,0,0.069341193,BAJAJFINSV.BO
2016-11-28,0,0.107714075,BHARTIARTL.BO
2016-11-28,0,0.151012939,DRREDDY.BO
2016-11-28,0.005835032,-0.035799556,HCLTECH.BO
2016-11-28,-0.032908232,0.043106509,HDFC.BO
2016-11-28,-0.014942873,0.036176364,HDFCBANK.BO
2016-11-28,-0.03789641,0.16488318,HINDUNILVR.BO
2016-11-28,0.164733093,0.034341735,ICICIBANK.BO
2016-11-28,0.176089056,0.038498682,INDUSINDBK.BO
2016-11-28,0.091960827,0.069503926,INFY.BO
2016-11-28,0.080926875,0.094637349,ITC.BO
2016-11-28,-0.165618492,0.043436246,KOTAKBANK.BO
2016-11-28,0,0.024481333,LT.BO
2016-11-28,0.106979196,-0.049120102,M&M.BO
2016-11-28,0.254333733,0.152650938,MARUTI.BO
2016-11-28,0.135154438,0.01722158,NESTLEIND.BO
2016-11-28,0.028373616,-0.068763103,NTPC.BO
2016-11-28,0.105478907,-0.10933532,ONGC.BO
2016-11-28,0.133980849,0,POWERGRID.BO
2016-11-28,0,0.041539643,RELIANCE.BO
2016-11-28,0.013628008,-0.045652578,SBIN.BO
2016-11-28,0.017128317,-0.022690666,SUNPHARMA.BO
2016-11-28,0,0.032372637,TCS.BO
2016-11-28,0.324466567,0.04845768,TECHM.BO
2016-11-28,0,0.047042054,TITAN.BO
2016-11-28,0,0,ULTRACEMCO.BO
2016-11-29,0.278657335,0.054320757,ASIANPAINT.BO
2016-11-29,0.035094201,0.037266036,AXISBANK.BO
2016-11-29,0.066514662,-0.018110224,BAJAJ-AUTO.BO
2016-11-29,0.06676222,0.007278817,BAJFINANCE.BO
2016-11-29,0,-0.016898099,BAJAJFINSV.BO
2016-11-29,0,0.007249985,BHARTIARTL.BO
2016-11-29,0,0.037580612,DRREDDY.BO
2016-11-29,0.041991223,-0.066102105,HCLTECH.BO
2016-11-29,-0.0367679,0.018330313,HDFC.BO
2016-11-29,-0.034010467,-0.02731192,HDFCBANK.BO
2016-11-29,0,0.12012697,HINDUNILVR.BO
2016-11-29,-0.059047359,-0.090984106,ICICIBANK.BO
2016-11-29,-0.184598111,-0.010780964,INDUSINDBK.BO
2016-11-29,0.229044963,0.107451949,INFY.BO
2016-11-29,0.118587112,-0.007251679,ITC.BO
2016-11-29,-0.070116774,0.016083327,KOTAKBANK.BO
2016-11-29,0.469436746,-0.027186274,LT.BO
2016-11-29,0.099985959,0.037200612,M&M.BO
2016-11-29,0.153169281,0.047277191,MARUTI.BO
2016-11-29,-0.00926386,0.110173447,NESTLEIND.BO
2016-11-29,0.040663047,-0.044629842,NTPC.BO
2016-11-29,0.124689356,0.063858076,ONGC.BO
2016-11-29,0,0,POWERGRID.BO
2016-11-29,0,0.018092087,RELIANCE.BO
2016-11-29,0.007248862,-0.042128029,SBIN.BO
2016-11-29,0.04686503,0.00142962,SUNPHARMA.BO
2016-11-29,0.255020777,0.023752408,TCS.BO
2016-11-29,0.124495698,0.09525306,TECHM.BO
2016-11-29,0,0.036426058,TITAN.BO
2016-11-29,0,0,ULTRACEMCO.BO
2016-11-30,-0.098080047,0.116451525,ASIANPAINT.BO
2016-11-30,0.038810535,-0.071110483,AXISBANK.BO
2016-11-30,0.054764776,0.084895405,BAJAJ-AUTO.BO
2016-11-30,0.080145337,-0.081810869,BAJFINANCE.BO
2016-11-30,0.09942611,-0.065686285,BAJAJFINSV.BO
2016-11-30,0,0.026199785,BHARTIARTL.BO
2016-11-30,0,-0.019022534,DRREDDY.BO
2016-11-30,0.132447066,0.021499012,HCLTECH.BO
2016-11-30,-0.078427878,-0.050670165,HDFC.BO
2016-11-30,-0.085027184,-0.040057539,HDFCBANK.BO
2016-11-30,0,0.04197462,HINDUNILVR.BO
2016-11-30,0.010637553,0.012989984,ICICIBANK.BO
2016-11-30,-0.00184787,-0.008823569,INDUSINDBK.BO
2016-11-30,0.0574819,-0.012873328,INFY.BO
2016-11-30,0.126057425,0.034879711,ITC.BO
2016-11-30,-0.058935312,-0.055486623,KOTAKBANK.BO
2016-11-30,0,-0.041472367,LT.BO
2016-11-30,0.04225497,-0.03042506,M&M.BO
2016-11-30,0.038105169,-0.036839095,MARUTI.BO
2016-11-30,0.090924595,0.096298121,NESTLEIND.BO
2016-11-30,0.060076041,-0.085135051,NTPC.BO
2016-11-30,0.11311558,-0.002503478,ONGC.BO
2016-11-30,0,0.193761757,POWERGRID.BO
2016-11-30,0,-0.023939953,RELIANCE.BO
2016-11-30,0.062004743,-0.039010595,SBIN.BO
2016-11-30,0.110123872,-0.079624381,SUNPHARMA.BO
2016-11-30,0,-0.058457791,TCS.BO
2016-11-30,-0.004549103,0.013206232,TECHM.BO
2016-11-30,0,-0.016957512,TITAN.BO
2016-11-30,0,0.138560906,ULTRACEMCO.BO
2016-12-01,0.054046825,0.114181191,ASIANPAINT.BO
2016-12-01,0.034907184,-0.075218136,AXISBANK.BO
2016-12-01,0.011034856,-0.028644765,BAJAJ-AUTO.BO
2016-12-01,0.175081496,-0.021092722,BAJFINANCE.BO
2016-12-01,0.166842512,-0.086414094,BAJAJFINSV.BO
2016-12-01,0,0.063290072,BHARTIARTL.BO
2016-12-01,0.112294221,0.051481889,DRREDDY.BO
2016-12-01,0.147237834,0.015589439,HCLTECH.BO
2016-12-01,-0.055067106,-0.040692675,HDFC.BO
2016-12-01,-0.049631285,-0.053722158,HDFCBANK.BO
2016-12-01,0,0.052836095,HINDUNILVR.BO
2016-12-01,-0.032430238,-0.048629077,ICICIBANK.BO
2016-12-01,0.136460954,-0.048455851,INDUSINDBK.BO
2016-12-01,0.081828707,-0.027975989,INFY.BO
2016-12-01,0.099463666,0.022794689,ITC.BO
2016-12-01,0.085009825,-0.096700215,KOTAKBANK.BO
2016-12-01,0,-0.116428547,LT.BO
2016-12-01,0.099883579,-0.09113351,M&M.BO
2016-12-01,0.083037761,0.041374617,MARUTI.BO
2016-12-01,0.0574846,0.091782462,NESTLEIND.BO
2016-12-01,0.117576218,-0.016037954,NTPC.BO
2016-12-01,0.010806074,0.10013615,ONGC.BO
2016-12-01,0.101516099,0.052736687,POWERGRID.BO
2016-12-01,0.101303817,-0.021970912,RELIANCE.BO
2016-12-01,0.031248039,0.014757282,SBIN.BO
2016-12-01,0.04906441,-0.000923214,SUNPHARMA.BO
2016-12-01,0,-0.081205459,TCS.BO
2016-12-01,0.372162681,-0.073488256,TECHM.BO
2016-12-01,0,-0.096842305,TITAN.BO
2016-12-01,0,0,ULTRACEMCO.BO
2016-12-02,0.011216144,0.148360171,ASIANPAINT.BO
2016-12-02,0.061048381,-0.046884882,AXISBANK.BO
2016-12-02,0.041865778,0.030924369,BAJAJ-AUTO.BO
2016-12-02,-0.602494197,0.043052316,BAJFINANCE.BO
2016-12-02,0,-0.037427733,BAJAJFINSV.BO
2016-12-02,0,0.16294521,BHARTIARTL.BO
2016-12-02,0,0,DRREDDY.BO
2016-12-02,0.055110032,0.1580436,HCLTECH.BO
2016-12-02,-0.042725566,-0.026698822,HDFC.BO
2016-12-02,-0.02387187,0.012845358,HDFCBANK.BO
2016-12-02,0,0,HINDUNILVR.BO
2016-12-02,0.027754481,0.163075595,ICICIBANK.BO
2016-12-02,-0.087380648,-0.030601314,INDUSINDBK.BO
2016-12-02,0.156678075,0.083618226,INFY.BO
2016-12-02,-0.030275418,0.024503716,ITC.BO
2016-12-02,0.015731268,-0.039545741,KOTAKBANK.BO
2016-12-02,-0.098080047,-0.004852938,LT.BO
2016-12-02,0.20181955,0.006408791,M&M.BO
2016-12-02,0.074285529,0.057752213,MARUTI.BO
2016-12-02,0.140301482,0.147880083,NESTLEIND.BO
2016-12-02,0.065622439,0.067759503,NTPC.BO
2016-12-02,0.181266743,-0.133725635,ONGC.BO
2016-12-02,-0.126112095,-0.09197873,POWERGRID.BO
2016-12-02,0.045253514,-0.004577767,RELIANCE.BO
2016-12-02,-0.052913807,0.029907259,SBIN.BO
2016-12-02,0.102046155,-0.091841167,SUNPHARMA.BO
2016-12-02,0,0.060425047,TCS.BO
2016-12-02,0.191724751,0.035056328,TECHM.BO
2016-12-02,0,-0.017457396,TITAN.BO
2016-12-02,0,0,ULTRACEMCO.BO
2016-12-03,0,-0.322714782,ASIANPAINT.BO
2016-12-03,0.076993849,0.156584957,AXISBANK.BO
2016-12-03,0,0.145463287,BAJAJ-AUTO.BO
2016-12-03,0,0.138898598,BAJFINANCE.BO
2016-12-03,0,0.064541197,BAJAJFINSV.BO
2016-12-03,0,0.17824682,BHARTIARTL.BO
2016-12-03,0,-0.133905545,DRREDDY.BO
2016-12-03,0.06853287,0.010199966,HCLTECH.BO
2016-12-03,-0.006225898,0.140593291,HDFC.BO
2016-12-03,-0.011712366,0.130566963,HDFCBANK.BO
2016-12-03,0,0,HINDUNILVR.BO
2016-12-03,-0.065835204,0.062953488,ICICIBANK.BO
2016-12-03,0,0.113685174,INDUSINDBK.BO
2016-12-03,0.039002607,0.060563251,INFY.BO
2016-12-03,0.128686486,-0.060435731,ITC.BO
